id,name,rollNo,email,phone,gender,age,department,year,section,cgpa,address,city,state,country
636,Matt Kihn,ROLL1636,Clemmie_Cummings97@yahoo.com,563-896-2837,Other,25,EEE,1,A,9.39,285 Hoppe Villages,Christiansenchester,Minnesota,India
637,Bernice Boehm,ROLL1637,Johnpaul_Oberbrunner82@gmail.com,377.588.3795 x626,Other,18,CIVIL,3,D,5.20,16745 Margaretta Mills,Fort Mavisfurt,Illinois,India
638,Mr. Virgil Walsh,ROLL1638,Santina_Gutmann@yahoo.com,1-875-298-1056 x99776,Female,21,EEE,1,D,6.38,870 Daugherty Shore,New Jodie,Nebraska,India
639,Cheryl Gislason-Sporer,ROLL1639,Maurice43@hotmail.com,319.962.7433,Male,21,CIVIL,1,C,7.89,825 Douglas Garden,Ovaport,California,India
640,Pat White,ROLL1640,Aimee89@gmail.com,579-878-9329 x8010,Male,20,CIVIL,1,D,6.86,944 Silas Route,St. Paul,California,India
641,Daisy Bogan,ROLL1641,Zelda.Monahan78@gmail.com,(814) 635-9537,Male,24,IT,2,B,6.19,74513 Funk Lane,Muellerport,New Jersey,India
642,Joy Reichert,ROLL1642,Fidel35@yahoo.com,875.456.7245 x8067,Female,24,CIVIL,2,D,8.49,27436 W Jefferson Street,Lawton,Michigan,India
643,Marco Cartwright,ROLL1643,Nils.Kling@gmail.com,332.218.7082,Female,22,EEE,4,A,7.29,22789 Goldner Ramp,New Tryciafield,Missouri,India
644,Sergio Olson,ROLL1644,Heber.Ernser@hotmail.com,435.907.0594 x576,Other,23,IT,3,C,7.40,581 Muller Passage,West Bradfordview,Texas,India
645,Mr. Bryan Dooley,ROLL1645,Urban.Bechtelar-MacGyver@hotmail.com,308.634.3140,Female,25,CIVIL,2,B,6.18,38222 Bartell Junction,West Colbymouth,Maryland,India
646,Sandy Ward,ROLL1646,Filomena_Wolf@hotmail.com,340.841.5920,Male,25,EEE,1,D,9.89,28629 Old Lane,Anitafort,Kansas,India
647,Debra Stoltenberg,ROLL1647,Genesis9@hotmail.com,(776) 217-5311 x930,Female,25,ECE,3,B,5.24,4589 The Copse,Fort Mauriceview,Massachusetts,India
648,Mr. Wendell Jaskolski,ROLL1648,Adelle21@hotmail.com,1-599-450-2058 x4458,Other,18,ECE,3,D,9.87,3468 Aimee Canyon,Freddystad,South Dakota,India
649,Abraham Nitzsche,ROLL1649,Jarrell.Will79@hotmail.com,912.546.5629,Other,23,IT,2,C,6.15,1083 Vicarage Lane,Fort Giuseppe,Pennsylvania,India
650,Dr. Woodrow Medhurst,ROLL1650,Annabell.Bernier-Trantow@yahoo.com,1-812-622-1344 x95333,Male,22,CIVIL,4,D,9.05,169 Thiel Route,Encinitas,Tennessee,India
651,Robin Ernser,ROLL1651,Burnice.Cremin@gmail.com,(833) 721-9790,Male,23,CSE,1,C,6.19,5017 N Park Street,Pollichport,Rhode Island,India
652,Denise Barton,ROLL1652,Brennan.Hayes@hotmail.com,839-356-9070,Female,23,CSE,2,B,5.87,4208 Buck Pine,McLaughlinport,Louisiana,India
653,Lindsay Watsica DDS,ROLL1653,June11@yahoo.com,408-868-4382 x696,Female,22,ECE,1,A,7.45,745 5th Street,Lake Roderickton,Maryland,India
654,Darin Gleason,ROLL1654,Ryley76@hotmail.com,(753) 412-8360,Male,24,EEE,3,C,9.32,402 Greenholt Station,East Darianfort,Minnesota,India
655,Freda Hayes,ROLL1655,Cale64@gmail.com,875.520.3254 x2894,Other,18,ECE,3,A,5.39,31038 Logan Points,New Jillian,West Virginia,India
656,Cory Crooks,ROLL1656,Bernadette45@gmail.com,348-711-9480 x645,Female,23,CIVIL,4,B,5.95,36689 Crona Hollow,New Geoffreyton,Rhode Island,India
657,Dr. Johnathan Gulgowski Jr.,ROLL1657,Gerald65@hotmail.com,929-865-8989 x994,Female,22,EEE,4,A,8.31,863 Payton Passage,Faefield,Massachusetts,India
658,Nick Hills,ROLL1658,Brain20@gmail.com,726.486.7140,Female,23,CIVIL,1,A,6.17,483 Gladyce Mills,Kianastad,Mississippi,India
659,Gustavo Willms,ROLL1659,Matt.Jacobi@hotmail.com,(220) 847-3364 x98530,Other,25,EEE,4,B,5.30,36743 Stamm Square,Mooreport,Massachusetts,India
660,Mrs. Tonya Streich,ROLL1660,Hilbert29@yahoo.com,1-559-260-0143 x3575,Other,22,IT,2,B,5.77,8757 Oleta Garden,Pearlinefurt,Nebraska,India
661,Garrett Roberts,ROLL1661,Myron.Rogahn80@gmail.com,(894) 447-1488 x704,Female,21,IT,2,D,8.00,2506 Emmerich Extension,Novaside,Rhode Island,India
662,Ms. Sylvia Streich,ROLL1662,Angelina.Cummerata@gmail.com,323-203-5129 x051,Other,18,ECE,2,A,9.26,58416 Ridge Road,South Estevan,Oregon,India
663,Dr. Charlie Becker,ROLL1663,Deja.Grimes@hotmail.com,296-726-4882 x362,Male,19,CSE,2,D,7.29,13192 Richmond Road,Nicoleside,Ohio,India
664,Vickie Dietrich,ROLL1664,Gregorio_Aufderhar@hotmail.com,450-985-6106 x4592,Other,25,ECE,2,C,7.77,66243 Dewayne Way,Port Ardenhaven,Connecticut,India
665,Dr. Shaun Skiles,ROLL1665,Jaleel.Wolf75@gmail.com,972.799.5030 x6666,Other,20,ECE,4,B,5.83,90467 Dicki Path,Minnetonka,Texas,India
666,Janice Wisozk,ROLL1666,Ezekiel.Koelpin@hotmail.com,(891) 999-9190 x11819,Other,21,IT,3,A,5.10,813 Barton Road,South Rodrickfort,Wyoming,India
667,Martha Medhurst,ROLL1667,Lance.McDermott-Metz13@hotmail.com,452-998-9781 x5725,Female,23,EEE,4,A,5.38,696 Albert Port,Hamilton,Georgia,India
668,Jacob Ziemann,ROLL1668,Cletus_Lindgren67@hotmail.com,338-361-4385,Male,18,CIVIL,1,D,5.09,1247 Griffin Trail,Carrollchester,Arizona,India
669,Austin Lemke IV,ROLL1669,Creola44@gmail.com,472.544.1710,Female,25,EEE,2,C,6.13,3423 Hillside Close,Devantehaven,Washington,India
670,Joseph Mueller,ROLL1670,Erica_Von@hotmail.com,1-603-326-5225 x1255,Female,19,CIVIL,3,B,7.01,121 Union Street,North Melliefurt,Idaho,India
671,Roman Koch,ROLL1671,Aliya.Barrows33@yahoo.com,1-250-890-3378,Male,21,ECE,3,C,8.55,651 Sadie Mountain,Cydneyport,Nevada,India
672,Genevieve Will,ROLL1672,Cade.VonRueden1@hotmail.com,982-807-4257 x5865,Other,25,EEE,4,B,5.14,750 Chestnut Drive,Alysafield,Colorado,India
673,Caroline Maggio,ROLL1673,Jorge1@gmail.com,1-836-407-2268 x621,Other,21,EEE,3,C,5.03,4790 Wilford Court,Abelfort,Michigan,India
674,Ben Barrows,ROLL1674,Jaylan.MacGyver77@yahoo.com,(696) 386-9363 x26808,Other,21,IT,3,A,8.99,7516 Nikolaus Inlet,East Jenniferstead,Alaska,India
675,Penny Blanda,ROLL1675,Samson5@yahoo.com,251.752.8535,Male,21,CSE,2,C,7.52,818 Wilfredo Valleys,Dale City,Vermont,India
676,Rosemary Corwin,ROLL1676,Alfonzo7@hotmail.com,301.346.4748 x04383,Female,20,EEE,3,D,6.98,885 The Poplars,Port Mariamtown,Maryland,India
677,Mr. Aaron Von,ROLL1677,Ashtyn_Herman42@hotmail.com,567.891.0914 x76293,Male,19,CIVIL,1,C,7.36,9865 Joana Forge,South Enochmouth,Louisiana,India
678,Sidney Keeling,ROLL1678,Alanna90@yahoo.com,558.829.7493 x5577,Male,23,ECE,1,B,7.80,77594 Pagac Streets,Bakersfield,New Mexico,India
679,Hugh Cole,ROLL1679,Kiana.Nicolas-Terry@hotmail.com,520.467.1723 x269,Male,24,MECH,1,A,9.98,90706 Isabella Wall,Maudeboro,Minnesota,India
680,Laura Halvorson,ROLL1680,Anais.Will@hotmail.com,264-765-7145 x884,Male,24,IT,3,B,7.25,4171 South Avenue,Kearny,Idaho,India
681,Kevin Spencer,ROLL1681,Annie.Hamill9@hotmail.com,(531) 846-3186 x281,Female,18,ECE,3,C,6.89,310 Ash Road,Batzmouth,West Virginia,India
682,Brittany Willms,ROLL1682,Annabell_Schaden@gmail.com,387-220-6663 x195,Male,25,CSE,4,D,8.95,5798 Dicki Isle,Keelyfort,Oklahoma,India
683,Dr. Jamie Howell,ROLL1683,Claude_Hegmann90@hotmail.com,673-964-1671 x042,Male,20,MECH,2,C,5.04,166 Reanna Spurs,Terre Haute,Oregon,India
684,Mr. Tyrone Terry,ROLL1684,Elvera41@yahoo.com,(431) 850-0627 x77420,Other,23,EEE,2,C,7.36,254 Renner Circle,Einoshire,Nebraska,India
685,Gloria Crona,ROLL1685,Zoe12@yahoo.com,241.508.7392,Female,20,MECH,4,C,9.12,63325 Princes Street,Danburgh,New Hampshire,India
686,Crystal Lueilwitz,ROLL1686,Titus_Anderson87@gmail.com,221.324.5412 x1208,Male,18,CSE,2,A,8.83,9209 Hillside Road,Turcotteshire,New Jersey,India
687,Priscilla O'Hara-Hickle,ROLL1687,Damion.Purdy@gmail.com,(327) 334-9539 x7879,Male,25,IT,4,C,6.71,5626 Dexter Viaduct,New Evanview,South Carolina,India
688,Mr. Keith Kuvalis,ROLL1688,Narciso.Nolan@yahoo.com,1-388-240-8948,Other,25,ECE,2,A,7.91,94258 Gerson Radial,North Lyda,Kansas,India
689,Doreen Veum,ROLL1689,Rory83@yahoo.com,840-556-3213 x705,Female,21,MECH,3,A,9.34,93570 Friesen Wells,South Robin,Tennessee,India
690,Kenny Collins Jr.,ROLL1690,Orland.Schneider@yahoo.com,814.391.3310 x361,Other,19,IT,1,D,9.66,23671 Hilma Knoll,Labadieside,North Dakota,India
691,Dr. Eric Wyman,ROLL1691,Gisselle76@gmail.com,(258) 865-2014 x4529,Other,22,MECH,1,A,5.14,405 Walsh Lakes,West Thomasstad,West Virginia,India
692,Dr. Brendan Crona,ROLL1692,Cathryn.OConner49@gmail.com,1-631-363-2692 x5242,Other,22,ECE,4,B,5.66,2056 Satterfield Corners,New Ramon,Virginia,India
693,Nicolas Schulist,ROLL1693,Thea_Johnson@gmail.com,1-887-793-5095 x9664,Other,20,EEE,1,D,5.44,321 Palma Fort,Lake Clifford,Illinois,India
694,Whitney Bernhard,ROLL1694,Ena11@gmail.com,417-759-1145 x397,Other,25,IT,2,A,9.28,439 Raven Wall,Lake Santa,Texas,India
695,Adrian Simonis,ROLL1695,Emerald.OConner@gmail.com,(551) 721-5095 x7474,Other,18,ECE,1,D,9.89,7539 Odell Ferry,Schmelerland,New York,India
696,Armando Hand-Hand,ROLL1696,Jeffery.Rogahn28@yahoo.com,1-727-205-7639,Male,23,MECH,4,D,5.21,7943 Klocko Flat,Bayerbury,Nevada,India
697,Miss Ellen Mertz,ROLL1697,Josephine92@hotmail.com,995.432.7190 x729,Other,19,EEE,2,A,6.09,416 Macejkovic Grove,Sincereburgh,New Hampshire,India
698,Ella Murazik,ROLL1698,Pablo_Altenwerth57@hotmail.com,(576) 999-2947 x90743,Other,23,CIVIL,3,A,5.22,2869 Maggio Avenue,Fort Joshua,Massachusetts,India
699,Ivan Gislason,ROLL1699,Damien20@gmail.com,261-818-0695,Male,25,IT,2,D,8.25,60402 Glover Lane,Hoffman Estates,Texas,India
700,Reginald Murazik,ROLL1700,Ashly_Bruen87@yahoo.com,1-931-900-1657 x27832,Female,20,MECH,2,B,5.99,2728 Jaren Trace,Indio,South Carolina,India
